rMPLSCORETrujillo,ciscoCRS8S
rMPLSCOREVillaSalvador,ciscoCRS8S
rMPLSCajamarca2,ciscoASR9010
rMPLSCajamarca3,ciscoASR9010
rMPLSChiclayo3,ciscoASR9010
rMPLSChimbote2,ciscoASR9010
rMPLSChimbote3,ciscoASR9010
rMPLSChincha2,ciscoASR9001
rMPLSChincha3,ciscoASR9001
rMPLSChinchonRR02,Cisco7206VXR
rMPLSCuzco2,ciscoASR9010
rMPLSCuzco3,ciscoASR9010
rMPLSHuacho2,ciscoASR9001
rMPLSHuancayo2,ciscoASR9010
rMPLSHuanuco,ciscoASR9001
rMPLSHuanuco2,ciscoASR9001
rMPLSHuisonroque,Cisco7606s
rMPLSIca2,ciscoASR9010
rMPLSIca3,ciscoASR9010
rMPLSIquitos2,ciscoASR9001
rMPLSIquitos3,ciscoASR9001
rMPLSJuliaca2,Cisco7606s
rMPLSLaOroya,ciscoASR9010
rMPLSLaOroya2,ciscoASR9010
rMPLSMoquegua,ciscoASR9010
rMPLSMoquegua2,ciscoASR9010
rMPLSNAP_1,ciscoASR9001
rMPLSNAP_2,ciscoASR9001
rMPLSPiura2,ciscoASR9010
rMPLSPolo1BR2,ciscoCrs16SB
rMPLSPolo1RR03,ciscoASR1001
rMPLSPolo1RR06,ciscoASR1001
rMPLSPolo1RR07,ciscoASR1001
rMPLSPolo1_1,ciscoASR9010
rMPLSPolo1_2,ciscoASR9010
rMPLSPolo1_3,ciscoASR9010
rMPLSPolo1_4,ciscoASR9010
rMPLSPolo2RR04,ciscoASR1001
rMPLSPolo2_1,ciscoASR9010
rMPLSPolo2_2,ciscoASR9010
rMPLSPolo2_3,ciscoASR9010
rMPLSPolo2_4,ciscoASR9010
rMPLSPucallpa2,ciscoASR9001
rMPLSPucallpa3,ciscoASR9001
rMPLSTacna02,ciscoASR9010
rMPLSTarapoto,ciscoASR9001
rMPLSTarapoto2,ciscoASR9001
rMPLSTrujillo,cisco12406
rMPLSTrujillo2,ciscoASR9010
rMPLSTrujillo3,ciscoASR9010
rMPLSTrujilloBR3,ciscoCRS8SB
rMPLSVillaSalvadorBR1,ciscoCrs16SB
rMPLSVillaSalvadorRR01,Cisco7206VXR
rMPLSVillaSalvadorRR05,ciscoASR1001
rMPLSVillaSalvadorRR08,ciscoASR1001
rSVAVillaSalvador,CiscoASR903
